ligand_id,prefix,gene_symbol,binding_terminus,confidence,tier,peptide_name,pdb_c_term_burial
GS0364,PDGFD,PDGFD,Unknown,none,Unclassified,"Platelet-derived growth factor D, receptor-binding form",
GS0365,PDGFD,PDGFD,Unknown,none,Unclassified,"Platelet-derived growth factor D, latent form",
OG0006,PDYN,PDYN,Unknown,none,Unclassified,Leu-enkephalin,
OG0013,PDYN,PDYN,Unknown,none,Unclassified,Dynorphin A(1-8),
OG0019,PDYN,PDYN,Unknown,none,Unclassified,Beta-neoendorphin,
OG0026,PDYN,PDYN,Unknown,none,Unclassified,Alpha-neoendorphin,
OG0037,PDYN,PDYN,Unknown,none,Unclassified,Dynorphin A(1-13),
OG0038,PDYN,PDYN,Unknown,none,Unclassified,Rimorphin,
OG0052,PDYN,PDYN,Unknown,none,Unclassified,Dynorphin A(1-17),
OG0107,PDYN,PDYN,Unknown,none,Unclassified,Leumorphin,
OG0126,PDYN,PDYN,Unknown,none,Unclassified,Big dynorphin,
OG0010,PENK,PENK,Unknown,none,Unclassified,Met-enkephalin-Arg-Phe,
OG0014,PENK,PENK,Unknown,none,Unclassified,Met-enkephalin-Arg-Gly-Leu,
OG0063,PENK,PENK,Unknown,none,Unclassified,PENK(114-133),
OG0077,PENK,PENK,Unknown,none,Unclassified,PENK(237-258),
OG0162,PENK,PENK,Unknown,none,Unclassified,PENK(143-183),
OG0280,PENK,PENK,Unknown,none,Unclassified,Synenkephalin,
GS0368,PLGF,PGF,Unknown,none,Unclassified,Placenta growth factor,
OG0053,PNOC,PNOC,Unknown,none,Unclassified,Nociceptin,
OG0054,PNOC,PNOC,Unknown,none,Unclassified,Orphanin FQ2,
OG0115,PNOC,PNOC,Unknown,none,Unclassified,Nocistatin,
GS0370,PROK1,PROK1,Unknown,none,Unclassified,Prokineticin-1,
GS0372,PTHY,PTH,Unknown,none,Unclassified,Parathyroid hormone,
GS0373,PTN,PTN,Unknown,none,Unclassified,Pleiotrophin,
GS0382,RETN,RETN,Unknown,none,Unclassified,Resistin,
GS0380,REL2,RLN2,Unknown,none,Unclassified,Relaxin 2 chain,
GS0384,S10A4,S100A4,Unknown,none,Unclassified,Protein S100-A4,
OG0184,TGFA,TGFA,Unknown,none,Unclassified,Transforming growth factor alpha,
GS0435,TIMP1,TIMP1,Unknown,none,Unclassified,Metalloproteinase inhibitor 1,
GS0455,TSHB,TSHB,Unknown,none,Unclassified,Thyrotropin subunit beta,
OG0163,UCN2,UCN2,Unknown,none,Unclassified,Urocortin-2,
GS0463,VEGFB,VEGFB,Unknown,none,Unclassified,Vascular endothelial growth factor B,
GS0464,VEGFC,VEGFC,Unknown,none,Unclassified,Vascular endothelial growth factor C,
GS0465,VEGFD,VEGFD,Unknown,none,Unclassified,Vascular endothelial growth factor D,
